volatile_acidity,citric_acid,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0.34,0.31,0.053,238.0,0.9977,3.16,0.48,8.6,5
0.22,0.29,0.05,87.0,0.994,3.14,0.42,9.9,5
0.3,0.36,0.042,169.0,0.9982,3.23,0.51,9.3,6
0.27,0.24,0.044,102.0,0.9929,3.28,0.42,10.9,5
0.17,0.27,0.056,135.0,0.9924,3.2,0.43,10.2,6
0.18,0.3,0.045,174.0,0.9966,3.11,0.57,9.7,6
0.16,0.28,0.046,153.0,0.9921,3.38,0.51,11.4,7
0.255,0.44,0.045,197.0,0.9967,3.24,0.54,9.5,6
0.23,0.25,0.049,141.0,0.9934,3.42,0.54,10.2,7
0.16,0.28,0.042,93.0,0.9914,3.31,0.43,11.1,6
0.25,0.23,0.039,142.0,0.99705,3.14,0.35,9.7,6
0.27,0.25,0.053,202.0,0.9961,3.22,0.43,9.3,5
0.29,0.23,0.056,215.0,0.9967,3.17,0.44,8.8,5
0.21,0.28,0.038,53.0,0.9926,2.8,0.46,10.6,5
0.62,0.2,0.046,224.0,0.99605,3.17,0.44,9.3,5
0.28,0.19,0.042,181.0,0.99435,3.31,0.35,10.2,6
0.3,0.28,0.044,124.0,0.9948,3.16,0.51,10.2,6
0.17,0.27,0.037,98.0,0.9916,3.46,0.42,11.0,7
0.21,0.3,0.037,112.0,0.997,3.4,0.5,9.6,6
0.27,0.25,0.053,202.0,0.9961,3.22,0.43,9.3,5
0.29,0.23,0.056,215.0,0.9967,3.17,0.44,8.8,5
0.32,0.26,0.054,209.0,0.9961,3.17,0.45,8.8,5
0.32,0.22,0.051,179.0,0.9955,3.28,0.69,8.9,5
0.37,0.07,0.048,144.0,0.9922,3.17,0.38,10.0,5
0.43,0.28,0.046,102.0,0.9918,3.16,0.56,12.2,7
0.39,0.26,0.059,181.0,0.9955,3.04,0.42,10.9,6
0.18,0.26,0.041,141.0,0.9941,3.34,0.72,9.5,6
0.4,0.26,0.059,178.0,0.9955,3.04,0.43,10.9,6
0.39,0.26,0.059,181.0,0.9955,3.04,0.42,10.9,6
0.19,0.28,0.054,99.0,0.9924,3.16,0.4,10.8,6
0.49,1.0,0.03,135.0,0.9973,3.24,0.4,12.0,6
0.25,0.35,0.069,163.0,0.999,3.56,0.47,9.8,5
0.18,0.26,0.041,141.0,0.9941,3.34,0.72,9.5,6
0.15,0.36,0.034,150.0,0.9922,3.42,0.69,11.0,8
0.15,0.36,0.034,150.0,0.9922,3.42,0.69,11.0,8
0.17,0.31,0.052,150.0,0.9953,3.24,0.38,9.8,5
0.32,0.37,0.051,200.0,0.9945,3.49,0.44,10.5,4
0.21,0.26,0.034,142.0,0.9945,3.05,0.37,11.4,6
0.45,0.4,0.067,100.0,0.9957,3.27,0.57,10.1,6
0.24,0.29,0.038,127.0,0.9932,3.33,0.46,11.6,7
0.21,0.26,0.034,142.0,0.9945,3.05,0.37,11.4,6
0.33,0.26,0.04,115.0,0.9913,3.07,0.52,11.8,7
0.26,0.3,0.033,158.0,0.9909,3.33,0.43,12.1,7
0.36,0.29,0.035,122.0,0.9939,3.16,0.34,12.0,5
0.2,0.24,0.026,189.0,0.991,3.08,0.74,12.1,7
0.16,0.3,0.042,176.0,0.9954,3.15,0.46,9.1,5
0.33,0.24,0.054,117.0,0.9943,3.36,0.5,9.3,5
0.22,0.36,0.056,153.0,0.993,3.2,0.53,10.4,6
0.35,0.31,0.062,187.0,1.0002,3.27,0.64,9.1,5
0.37,0.24,0.064,120.0,0.9946,3.32,0.54,9.4,5
0.37,0.41,0.061,149.0,0.9953,3.16,0.47,9.6,6
0.37,0.32,0.037,126.0,0.9918,3.19,0.62,12.0,5
0.25,0.27,0.039,128.0,0.9936,3.27,0.34,11.3,8
0.23,0.29,0.073,173.0,0.9984,3.06,0.41,8.7,6
0.26,0.21,0.04,162.0,0.9956,3.39,0.58,9.9,6
0.3,0.22,0.049,191.0,0.9966,3.08,0.4,9.3,6
0.16,0.23,0.042,67.0,0.9942,3.07,0.32,9.5,5
0.23,0.29,0.073,173.0,0.9984,3.06,0.41,8.7,6
0.26,0.21,0.04,162.0,0.9956,3.39,0.58,9.9,6
0.3,0.22,0.049,191.0,0.9966,3.08,0.4,9.3,6
0.33,0.39,0.065,119.0,0.9974,3.16,0.39,9.4,5
0.38,0.2,0.046,116.0,0.9944,3.15,0.41,9.4,5
0.2,0.43,0.053,184.0,1.0008,3.28,0.79,8.8,6
0.33,0.39,0.065,119.0,0.9974,3.16,0.39,9.4,5
0.2,0.43,0.053,184.0,1.0008,3.28,0.79,8.8,6
0.36,0.21,0.049,184.0,0.9928,3.18,0.41,9.9,6
0.38,0.2,0.046,116.0,0.9944,3.15,0.41,9.4,5
0.46,0.24,0.042,72.0,0.9908,3.29,0.37,12.6,6
0.15,0.38,0.038,110.0,0.9917,3.19,0.43,11.1,6
0.42,0.29,0.03,100.0,0.9911,3.0,0.32,12.8,7
0.3,0.35,0.038,164.0,0.9912,3.09,0.53,12.0,6
0.27,0.3,0.029,131.0,0.9953,3.36,0.5,12.0,7
0.5,0.0,0.034,114.0,0.9932,3.19,0.34,9.2,4
0.26,0.29,0.032,96.0,0.9896,3.38,0.44,12.3,6
0.33,0.28,0.032,131.0,0.9889,3.19,0.41,13.0,6
0.3,0.35,0.038,164.0,0.9912,3.09,0.53,12.0,6
0.29,0.31,0.035,110.0,0.9926,3.07,0.38,10.9,5
0.42,0.29,0.03,100.0,0.9911,3.0,0.32,12.8,7
0.19,0.24,0.054,231.0,0.9964,3.36,0.54,10.0,6
0.32,0.12,0.033,165.0,0.9974,3.22,0.32,9.0,5
0.32,0.4,0.034,84.0,0.9944,3.42,0.6,10.4,5
0.32,0.12,0.033,165.0,0.9974,3.22,0.32,9.0,5
0.19,0.24,0.054,231.0,0.9964,3.36,0.54,10.0,6
0.17,0.23,0.051,240.0,0.9963,3.36,0.54,10.0,6
0.44,0.24,0.031,167.0,0.9948,3.12,0.43,11.3,7
0.44,0.24,0.031,167.0,0.9948,3.12,0.43,11.3,7
0.49,0.24,0.03,153.0,0.9953,3.13,0.51,12.0,7
0.44,0.24,0.031,167.0,0.9948,3.12,0.43,11.3,7
0.49,0.24,0.03,153.0,0.9953,3.13,0.51,12.0,7
0.21,0.3,0.044,160.0,0.9949,3.6,0.41,10.6,6
0.55,0.42,0.211,213.0,0.9988,2.99,0.56,9.3,5
0.19,0.23,0.123,104.0,0.9954,3.04,0.54,9.4,6
0.24,0.29,0.037,102.0,0.992,3.27,0.64,11.0,7
0.34,0.36,0.052,247.0,0.9984,3.44,0.55,9.3,6
0.19,0.23,0.123,104.0,0.9954,3.04,0.54,9.4,6
0.18,0.33,0.054,164.0,0.9926,3.42,0.51,10.5,5
0.24,0.29,0.037,102.0,0.992,3.27,0.64,11.0,7
0.18,0.31,0.039,249.0,0.9976,3.07,0.52,9.5,6
0.28,0.45,0.059,139.0,0.9972,3.33,0.77,11.2,6
0.34,0.46,0.029,94.0,0.991,3.29,0.62,12.3,6
0.44,0.2,0.049,157.0,0.998,3.27,0.44,9.0,5
0.26,0.58,0.041,180.0,0.9966,3.07,0.38,9.0,5
0.44,0.2,0.049,157.0,0.998,3.27,0.44,9.0,5
0.49,0.57,0.052,243.0,1.0007,2.98,0.82,9.0,5
0.24,0.25,0.042,189.0,0.992,3.25,0.42,11.4,6
0.25,0.25,0.046,181.0,0.9925,3.2,0.42,11.0,7
0.34,0.46,0.029,94.0,0.991,3.29,0.62,12.3,6
0.18,0.31,0.049,127.0,0.9934,3.6,0.67,10.4,7
0.27,0.39,0.058,107.0,0.9955,3.28,0.59,10.3,5
0.24,0.35,0.048,172.0,0.9944,3.29,0.55,10.5,7
0.22,0.28,0.053,197.0,0.9981,3.14,0.45,9.8,6
0.91,0.42,0.056,181.0,0.9968,3.11,0.46,10.0,4
0.34,0.34,0.056,176.0,0.9946,3.14,0.47,9.7,5
0.33,0.34,0.056,171.0,0.9946,3.13,0.47,9.7,5
0.22,0.28,0.053,197.0,0.9981,3.14,0.45,9.8,6
0.18,0.19,0.046,161.0,0.9946,3.32,0.66,10.5,6
0.2,0.28,0.054,186.0,0.997,3.14,0.46,10.0,6
0.13,0.31,0.054,104.0,0.9924,3.24,0.92,11.5,7
0.28,0.3,0.049,202.0,0.9958,3.24,0.39,9.5,5
0.25,0.3,0.042,122.0,0.994,3.43,0.61,10.5,6
0.36,0.44,0.255,142.0,0.9958,3.12,0.43,10.2,6
0.27,0.25,0.05,199.0,0.9984,3.34,0.5,9.8,6
0.37,0.28,0.031,137.0,0.9948,3.1,0.37,11.6,6
0.21,0.27,0.031,144.0,0.9932,3.15,0.38,11.8,7
0.18,0.28,0.035,140.0,0.9952,3.04,0.37,10.1,7
0.19,0.21,0.049,163.0,0.9924,3.31,0.5,10.3,6
0.21,0.22,0.048,168.0,0.9945,3.34,0.49,10.4,6
0.33,0.2,0.047,166.0,0.9976,3.09,0.46,8.9,5
0.33,0.2,0.047,166.0,0.9976,3.09,0.46,8.9,5
0.29,0.31,0.034,154.0,0.9938,3.06,0.31,10.8,5
0.31,0.38,0.058,165.0,0.9997,3.38,0.6,9.2,5
0.19,0.3,0.053,140.0,0.994,3.18,0.49,9.6,6
0.2,0.36,0.032,78.0,0.9921,3.08,0.37,10.4,6
0.25,0.26,0.043,248.0,0.9986,3.03,0.57,8.7,6
0.2,0.61,0.043,103.0,0.9987,3.06,0.36,9.2,6
0.3,0.42,0.045,213.0,0.9991,3.18,0.63,9.2,5
0.2,0.61,0.043,103.0,0.9987,3.06,0.36,9.2,6
0.3,0.42,0.045,213.0,0.9991,3.18,0.63,9.2,5
0.3,0.42,0.045,213.0,0.9991,3.18,0.63,9.2,5
0.22,0.32,0.029,124.0,0.9948,3.4,0.39,10.2,5
0.2,0.61,0.043,103.0,0.9987,3.06,0.36,9.2,6
0.53,0.02,0.036,107.0,0.993,3.2,0.32,9.0,5
0.24,0.41,0.05,178.0,0.9988,3.37,0.43,9.7,5
0.24,0.4,0.049,185.0,1.0,3.34,0.42,9.6,5
0.15,0.4,0.036,112.0,0.9932,3.14,0.76,10.0,5
0.3,0.42,0.045,213.0,0.9991,3.18,0.63,9.2,5
0.33,0.41,0.045,197.0,0.9989,3.18,0.64,9.1,5
0.24,0.31,0.046,142.0,1.0,3.3,0.41,8.7,5
0.24,0.31,0.046,142.0,1.0,3.3,0.41,8.7,5
0.35,0.44,0.056,161.0,0.9952,3.14,0.44,9.5,5
0.26,0.33,0.039,212.0,0.9969,2.93,0.49,9.5,6
0.29,0.67,0.037,166.0,0.9966,2.9,0.41,8.9,6
0.29,0.67,0.037,166.0,0.9966,2.9,0.41,8.9,6
0.31,0.41,0.053,89.0,0.9976,3.29,0.64,9.9,6
0.44,0.31,0.03,104.0,0.99,3.29,0.62,12.6,7
0.23,0.27,0.033,166.0,0.9988,2.72,0.43,9.7,6
0.21,0.3,0.039,118.0,0.9942,2.96,0.34,10.4,5
0.23,0.35,0.04,183.0,0.9984,2.93,0.49,9.1,6
0.34,0.27,0.04,106.0,0.9932,3.01,0.55,10.4,5
0.26,0.33,0.039,212.0,0.9969,2.93,0.49,9.5,6
0.29,0.67,0.037,166.0,0.9966,2.9,0.41,8.9,6
0.28,0.35,0.037,120.0,0.9933,3.16,0.69,10.6,5
0.37,0.3,0.029,158.0,0.9916,3.12,0.59,12.0,7
0.36,0.36,0.038,98.0,0.9914,2.93,0.59,12.5,7
0.13,0.34,0.062,126.0,0.9966,3.21,0.39,9.6,5
0.25,0.36,0.045,180.0,0.9958,3.08,0.42,9.2,5
0.18,0.26,0.041,71.0,0.9926,3.04,0.74,9.9,6
0.3,0.27,0.036,112.0,0.9939,2.96,0.46,11.7,6
0.23,0.3,0.049,153.0,0.9953,3.09,0.5,9.6,6
0.43,0.3,0.033,135.0,0.9906,3.0,0.37,12.0,6
0.36,0.36,0.038,98.0,0.9914,2.93,0.59,12.5,7
0.25,0.36,0.045,180.0,0.9958,3.08,0.42,9.2,5
0.18,0.26,0.041,71.0,0.9926,3.04,0.74,9.9,6
0.35,0.29,0.044,177.0,0.9991,3.17,0.58,8.9,6
0.22,0.5,0.049,189.0,0.9994,3.24,0.66,9.0,6
0.26,0.33,0.052,158.0,0.9976,3.03,0.49,10.2,7
0.13,0.34,0.062,126.0,0.9966,3.21,0.39,9.6,5
0.12,0.19,0.055,127.0,0.9953,3.29,0.41,9.4,5
0.37,0.27,0.028,59.0,0.9923,2.97,0.48,10.4,5
0.26,0.36,0.032,106.0,0.993,3.15,0.4,10.4,4
0.2,0.58,0.204,97.0,0.9931,3.16,0.43,10.0,6
0.22,0.57,0.208,96.0,0.9932,3.16,0.43,10.0,6
0.25,0.28,0.052,169.0,0.9926,3.05,0.41,10.5,5
0.27,0.32,0.047,193.0,0.9938,3.23,0.39,11.4,6
0.34,0.33,0.036,172.0,0.9966,3.08,0.4,10.2,5
0.27,0.34,0.043,228.0,0.9974,3.04,0.41,10.4,6
0.49,0.22,0.047,307.5,0.9924,3.24,0.37,11.0,3
0.71,0.23,0.042,93.0,0.9948,2.89,0.34,10.1,6
0.47,0.65,0.083,182.0,0.9964,3.0,0.35,9.2,5
0.28,0.36,0.04,87.0,0.9924,3.23,0.66,10.3,6
0.34,0.33,0.036,172.0,0.9966,3.08,0.4,10.2,5
0.27,0.34,0.043,228.0,0.9974,3.04,0.41,10.4,6
0.13,0.27,0.08,172.0,0.9938,3.23,0.39,11.1,7
0.16,0.35,0.031,84.0,0.9928,3.33,0.34,9.9,5
0.31,0.32,0.052,143.0,0.9959,3.14,0.38,9.0,5
0.36,0.57,0.052,256.0,1.0001,2.93,0.64,8.6,5
0.31,0.32,0.052,143.0,0.9959,3.14,0.38,9.0,5
0.36,0.57,0.052,256.0,1.0001,2.93,0.64,8.6,5
0.25,0.44,0.041,195.0,0.9968,3.18,0.52,9.5,5
0.45,0.42,0.051,197.0,0.9932,3.02,0.4,9.0,5
0.26,0.3,0.049,152.0,0.9954,2.99,0.58,10.0,6
0.22,0.32,0.066,158.0,0.9992,3.6,0.43,9.0,6
0.45,0.42,0.051,197.0,0.9932,3.02,0.4,9.0,5
0.19,0.31,0.046,135.0,0.9939,3.34,0.57,10.2,7
0.31,0.44,0.054,160.0,0.9952,3.04,0.44,9.6,5
0.25,0.13,0.036,219.0,0.9996,2.96,0.46,9.7,5
1.005,0.46,0.046,185.0,0.9966,3.02,0.49,10.2,4
0.31,0.36,0.028,142.0,0.9925,3.01,0.34,13.0,7
0.24,0.38,0.044,172.0,0.996,3.37,0.74,10.8,6
0.25,0.13,0.036,219.0,0.9996,2.96,0.46,9.7,5
0.29,0.28,0.063,169.0,0.9973,2.89,0.57,9.0,5
0.15,0.33,0.027,63.0,0.9937,3.37,0.4,9.9,5
0.12,0.32,0.058,89.0,0.9966,3.29,0.38,9.2,6
0.32,0.55,0.056,238.0,1.0017,2.96,0.58,8.7,6
0.17,0.31,0.024,91.0,0.993,2.79,0.37,10.1,5
0.17,0.31,0.024,91.0,0.993,2.79,0.37,10.1,5
0.21,0.47,0.039,123.0,0.9959,2.9,0.64,9.5,5
0.21,0.48,0.041,99.0,0.9958,3.17,0.57,9.9,5
0.32,0.55,0.056,238.0,1.0017,2.96,0.58,8.7,6
0.31,0.42,0.046,173.0,0.9958,3.19,0.46,9.0,5
0.27,0.28,0.076,163.0,0.9979,3.03,0.38,8.6,6
0.21,0.3,0.047,114.0,0.9941,3.12,0.35,10.5,6
0.23,0.35,0.044,186.0,0.997,3.09,0.56,9.5,7
0.2,0.31,0.047,142.0,0.9934,3.43,0.53,10.1,6
0.41,0.3,0.03,164.0,0.9927,3.53,0.79,11.7,7
0.49,0.43,0.036,116.0,0.9944,3.23,0.47,10.7,6
0.41,0.3,0.03,164.0,0.9927,3.53,0.79,11.7,7
0.2,0.26,0.086,133.0,0.9963,3.15,0.42,9.2,5
0.26,0.26,0.084,139.0,1.0011,3.17,0.39,8.8,5
0.26,0.26,0.084,139.0,1.0011,3.17,0.39,8.8,5
0.27,0.35,0.048,197.0,0.9959,3.24,0.43,9.5,6
0.28,0.37,0.057,208.0,0.9973,3.57,0.55,10.2,5
0.2,0.27,0.048,143.0,0.9966,3.25,0.5,9.1,6
0.33,0.26,0.044,103.0,0.9932,3.19,0.54,10.5,6
0.38,0.5,0.042,184.0,0.9984,3.09,0.46,9.0,6
0.2,0.3,0.056,212.5,0.999,3.14,0.46,8.9,8
0.2,0.3,0.056,212.5,0.999,3.14,0.46,8.9,8
0.2,0.3,0.056,212.5,0.999,3.14,0.46,8.9,8
0.2,0.3,0.056,212.5,0.999,3.14,0.46,8.9,8
0.2,0.3,0.056,212.5,0.999,3.14,0.46,8.9,8
0.19,0.58,0.049,181.0,1.0006,3.2,0.62,9.1,6
0.16,0.41,0.047,151.0,0.9937,3.2,0.53,10.1,6
0.22,0.28,0.043,176.0,0.9954,3.12,0.55,10.0,5
0.22,0.32,0.043,201.0,0.997,3.11,0.53,9.5,6
0.33,0.3,0.034,102.0,0.9912,3.08,0.31,12.3,7
0.43,0.27,0.054,110.0,0.9939,3.24,0.52,9.1,4
0.2,0.3,0.056,212.5,0.999,3.14,0.46,8.9,8
0.12,0.28,0.057,103.0,0.9957,3.5,0.44,9.6,5
0.3,0.22,0.053,180.0,0.9926,3.13,0.45,11.6,6
0.28,0.33,0.043,168.0,0.9994,3.34,0.67,8.8,6
0.2,0.38,0.055,170.0,1.0004,3.34,0.82,8.9,6
0.28,0.33,0.043,168.0,0.9994,3.34,0.67,8.8,6
0.2,0.38,0.055,170.0,1.0004,3.34,0.82,8.9,6
0.2,0.38,0.055,170.0,1.0004,3.34,0.82,8.9,6
0.18,0.31,0.055,197.0,1.0002,3.13,0.46,9.0,6
0.31,0.09,0.04,145.0,0.9922,3.19,0.46,10.0,5
0.31,0.08,0.038,147.0,0.9922,3.18,0.46,10.0,5
0.17,0.35,0.047,154.0,0.9934,3.36,0.69,11.1,6
0.3,0.22,0.053,180.0,0.9926,3.13,0.45,11.6,6
0.26,0.31,0.043,178.0,0.9941,3.42,0.68,10.6,6
0.28,0.33,0.043,168.0,0.9994,3.34,0.67,8.8,6
0.2,0.38,0.055,170.0,1.0004,3.34,0.82,8.9,6
0.18,0.31,0.038,84.0,0.9924,3.34,0.58,10.1,6
0.15,0.39,0.043,159.0,0.9948,3.52,0.47,10.0,5
0.4,0.33,0.034,98.0,0.9935,3.18,0.41,12.2,7
0.25,0.56,0.035,95.0,0.9918,3.23,0.53,11.0,6
0.15,0.39,0.043,159.0,0.9948,3.52,0.47,10.0,5
0.18,0.46,0.064,160.0,0.9924,3.37,0.45,11.1,5
0.32,0.22,0.046,133.0,0.9979,3.22,0.67,10.4,6
0.55,0.3,0.026,71.0,0.993,2.94,0.36,11.8,5
0.19,0.39,0.028,84.0,0.994,3.11,0.66,10.8,6
0.41,0.33,0.023,110.0,0.991,3.3,0.38,12.5,7
0.55,0.3,0.026,71.0,0.993,2.94,0.36,11.8,5
0.2,0.34,0.049,136.0,0.9922,3.25,0.46,11.6,7
0.32,0.22,0.046,133.0,0.9979,3.22,0.67,10.4,6
0.26,0.34,0.05,163.0,0.9937,3.19,0.7,11.5,6
0.21,0.28,0.051,142.0,0.9928,3.23,0.42,10.1,6
0.34,0.39,0.04,215.0,0.9965,3.11,0.53,9.2,6
0.21,0.28,0.051,142.0,0.9928,3.23,0.42,10.1,6
0.43,0.4,0.168,190.0,0.9991,3.07,0.64,9.2,5
0.3,0.71,0.16,149.0,0.9948,3.08,0.42,8.9,5
0.26,0.4,0.179,60.0,0.9925,3.09,0.54,10.1,5
0.32,0.15,0.046,180.0,0.9958,3.13,0.45,8.9,5
0.21,0.34,0.037,150.0,0.9962,3.1,0.45,9.7,6
0.34,0.39,0.04,215.0,0.9965,3.11,0.53,9.2,6
0.42,0.41,0.034,145.0,0.9951,3.06,0.52,11.0,6
0.29,0.26,0.042,160.0,0.9944,3.14,0.47,10.7,5
0.25,0.2,0.024,101.0,0.9916,3.24,0.54,10.8,6
0.23,0.33,0.049,183.0,0.9987,3.41,0.4,9.8,5
0.35,0.36,0.038,124.0,0.9928,3.25,0.48,11.0,5
0.2,0.28,0.018,72.0,0.9926,2.97,0.35,10.4,5
0.27,0.32,0.046,155.0,0.9934,3.8,0.41,10.2,6
0.29,0.26,0.042,160.0,0.9944,3.14,0.47,10.7,5
0.14,0.27,0.029,104.0,0.9949,3.34,0.44,9.0,5
0.24,0.35,0.042,71.0,0.9926,3.08,0.38,10.6,5
0.3,0.45,0.032,212.0,0.997,3.22,0.59,9.5,6
0.14,0.27,0.029,104.0,0.9949,3.34,0.44,9.0,5
0.13,0.27,0.028,104.0,0.9948,3.34,0.45,9.2,6
0.18,0.34,0.03,107.0,0.992,2.97,0.53,11.0,6
0.385,0.04,0.034,115.0,0.9964,3.28,0.63,9.9,6
0.24,0.35,0.042,71.0,0.9926,3.08,0.38,10.6,5
0.33,0.43,0.046,126.0,0.9982,3.38,0.47,9.3,5
0.34,0.44,0.052,156.0,0.9955,3.14,0.41,9.6,5
0.33,0.44,0.05,155.0,0.9955,3.14,0.42,9.5,5
0.28,0.24,0.031,172.0,0.9958,3.39,0.57,9.7,7
0.23,0.38,0.034,123.0,0.9997,2.93,0.55,9.7,3
0.21,0.27,0.042,146.0,1.0001,3.3,0.36,8.7,5
0.21,0.27,0.042,146.0,1.0001,3.3,0.36,8.7,5
0.485,0.29,0.026,101.0,0.9918,3.01,0.38,12.4,5
0.485,0.29,0.026,101.0,0.9918,3.01,0.38,12.4,5
0.29,0.29,0.029,155.0,0.9931,3.07,0.26,10.6,6
0.21,0.27,0.042,146.0,1.0001,3.3,0.36,8.7,5
0.31,0.31,0.031,151.0,0.9926,3.36,0.82,12.0,7
0.29,0.37,0.044,227.0,0.9966,3.12,0.47,9.0,5
0.46,0.46,0.04,169.0,0.9932,3.13,0.47,8.8,5
0.28,0.44,0.04,223.0,0.9969,3.22,0.56,9.5,5
0.23,0.33,0.036,96.0,0.9925,3.32,0.4,10.8,6
0.17,0.25,0.047,132.0,0.9914,3.16,0.48,11.4,5
0.18,0.36,0.049,123.0,0.996,3.6,0.46,10.3,5
0.22,0.28,0.042,180.0,0.9952,3.3,0.75,9.5,6
0.27,0.28,0.05,127.0,0.9934,3.15,0.44,9.9,5
0.28,0.29,0.051,142.0,0.9939,3.16,0.39,10.2,5
0.29,0.29,0.051,146.0,0.9939,3.16,0.39,10.2,5
0.32,0.18,0.029,104.0,0.9906,3.44,0.37,11.0,6
0.33,0.25,0.03,126.0,0.9901,3.22,0.34,12.1,7
0.34,0.3,0.057,173.0,0.9948,3.26,0.51,9.1,6
0.19,0.26,0.04,140.0,0.995,3.26,0.68,9.5,6
0.23,0.27,0.043,164.0,0.9953,3.27,0.76,9.5,5
0.27,0.29,0.045,189.0,0.9953,3.31,0.79,9.8,5
0.22,0.28,0.042,180.0,0.9952,3.3,0.75,9.5,6
0.18,0.36,0.049,123.0,0.996,3.6,0.46,10.3,5
0.36,0.32,0.039,124.0,0.9948,3.3,0.67,9.6,5
0.22,0.39,0.055,198.0,0.9951,3.52,0.54,10.2,6
0.17,0.3,0.042,119.0,0.9931,3.68,0.72,10.5,6
0.45,0.32,0.044,117.0,0.9962,3.32,0.41,10.4,4
0.36,0.32,0.039,124.0,0.9948,3.3,0.67,9.6,5
0.42,0.14,0.046,95.0,0.9959,3.22,0.33,10.7,5
0.33,0.32,0.036,119.0,0.9962,3.15,0.34,10.5,6
0.3,0.32,0.029,111.0,0.9958,2.85,0.42,10.6,5
0.17,0.32,0.053,150.0,0.9948,3.29,0.76,9.6,6
0.17,0.32,0.053,150.0,0.9948,3.29,0.76,9.6,6
0.17,0.32,0.05,101.0,0.994,3.14,0.58,9.5,5
0.17,0.31,0.049,153.0,0.9942,3.12,0.58,9.4,6
0.15,0.3,0.046,130.0,0.9942,3.22,0.38,9.8,6
0.17,0.32,0.053,150.0,0.9948,3.29,0.76,9.6,6
0.25,0.19,0.044,172.0,0.9964,3.16,0.44,9.2,5
0.24,0.19,0.045,176.0,0.9958,3.17,0.38,9.5,5
0.76,0.03,0.043,93.0,0.9932,3.34,0.38,9.2,5
0.22,0.53,0.052,136.0,0.9986,2.94,0.35,9.4,5
0.22,0.53,0.052,136.0,0.9986,2.94,0.35,9.4,5
0.28,0.4,0.048,146.0,0.9988,3.4,0.46,9.3,5
0.32,0.34,0.05,129.0,0.9953,3.19,0.4,9.1,5
0.24,0.33,0.046,145.0,0.9983,3.36,0.4,9.5,5
0.18,0.36,0.056,163.0,1.0,3.42,0.35,9.1,6
0.16,0.3,0.043,153.0,0.9951,3.63,0.46,10.6,5
0.24,0.33,0.046,145.0,0.9983,3.36,0.4,9.5,5
0.28,0.35,0.042,85.0,0.9906,3.19,0.56,12.4,6
0.34,0.3,0.047,237.0,0.9981,3.18,0.49,8.7,5
0.27,0.15,0.056,128.0,0.9936,3.12,0.45,8.8,5
0.16,0.3,0.043,153.0,0.9951,3.63,0.46,10.6,5
0.32,0.34,0.05,129.0,0.9953,3.19,0.4,9.1,5
0.24,0.47,0.057,234.0,1.0005,3.02,0.66,9.0,5
0.24,0.33,0.048,141.0,0.9972,3.16,0.48,10.3,6
0.18,0.36,0.056,163.0,1.0,3.42,0.35,9.1,6
0.23,0.31,0.038,186.0,0.9969,3.12,0.55,9.5,6
0.22,0.25,0.05,138.0,1.0001,3.3,0.37,8.8,5
0.22,0.25,0.05,138.0,1.0001,3.3,0.37,8.8,5
0.22,0.25,0.05,138.0,1.0001,3.3,0.37,8.8,5
0.33,0.15,0.05,93.0,0.9934,3.38,0.62,9.9,5
0.23,0.31,0.038,186.0,0.9969,3.12,0.55,9.5,6
0.22,0.25,0.05,138.0,1.0001,3.3,0.37,8.8,5
0.2,0.27,0.034,68.0,0.9902,3.14,0.37,11.7,4
0.26,0.32,0.04,117.0,0.993,3.21,0.56,10.8,5
0.2,0.32,0.041,126.0,0.9914,3.43,0.42,12.0,6
0.16,0.36,0.033,122.0,0.9941,3.2,0.39,10.3,4
0.25,0.27,0.076,154.0,0.9967,3.05,0.38,9.0,5
0.39,0.28,0.035,109.0,0.9918,3.19,0.58,12.2,7
0.26,0.33,0.051,173.0,0.998,3.39,0.38,9.9,5
0.25,0.27,0.076,154.0,0.9967,3.05,0.38,9.0,5
0.39,0.28,0.035,109.0,0.9918,3.19,0.58,12.2,7
0.28,0.22,0.048,163.0,0.9957,3.2,0.46,10.1,5
0.43,0.28,0.056,174.0,0.9986,3.31,0.55,9.3,5
0.33,0.38,0.062,344.0,0.9958,3.1,0.7,9.5,5
0.5,0.05,0.054,146.0,0.9948,3.43,0.5,9.2,6
0.28,0.39,0.036,115.0,0.9918,3.27,0.72,11.7,5
0.35,0.24,0.04,144.0,0.9923,3.35,0.38,11.0,5
0.22,0.32,0.056,158.0,0.9998,3.37,0.38,9.6,6
0.22,0.32,0.056,158.0,0.9998,3.37,0.38,9.6,6
0.24,0.27,0.03,162.0,0.9914,2.99,0.68,11.9,6
0.26,0.32,0.041,118.0,0.9939,3.25,0.52,10.8,6
0.16,0.26,0.054,224.0,0.9966,3.38,0.55,10.1,5
0.18,0.36,0.058,132.0,0.995,3.25,0.52,10.9,6
0.16,0.26,0.054,224.0,0.9966,3.38,0.55,10.1,5
0.24,0.32,0.06,102.0,0.994,3.27,0.31,10.4,5
0.33,0.64,0.056,105.0,0.9972,3.05,0.39,9.2,5
0.28,0.35,0.056,117.0,0.9998,3.27,0.5,9.6,5
0.28,0.35,0.056,117.0,0.9998,3.27,0.5,9.6,5
0.26,0.52,0.047,179.0,0.9982,3.1,0.46,9.0,5
0.14,0.32,0.037,89.0,0.9924,3.4,0.74,11.5,7
